time_sec,goal_position_rad,input_voltage_V,torque_enable,m3_position_rad,m3_velocity_rad_s,m3_pwm_fraction,m3_current_A,m3_motor_torque_Nm,m3_friction_torque_Nm,m3_friction_limit_Nm
1.286,0.4990227520477754,12.0,1,0.47802747573781107,0.5167626734126337,0.0939748641650092,-0.007544516522975993,-0.016719943931645158,-0.19899533020408822,0.19899533020408822
1.287,0.4990227520477754,12.0,1,0.4785422327411642,0.5147570033531109,0.09178495175494979,-0.01693794527697049,-0.03753739480664687,-0.2022963910827593,0.2022963910827593
1.288,0.4990227520477754,12.0,1,0.4790541702251755,0.5119374840112921,0.08959820601539166,-0.02553906906110945,-0.05659896183774615,-0.20532094369501397,0.20532094369501397
1.289,0.4990227520477754,12.0,1,0.4795625433361612,0.5083731109857474,0.0874185031564879,-0.0333936595992671,-0.07400608302358763,-0.2080849185703494,0.2080849185703494
1.29,0.5039787094495702,12.0,1,0.48006667222223814,0.5041288860769342,0.10612667763854014,0.06723640343660044,0.1490074138219248,-0.17300764455854759,0.17300764455854759
1.291,0.5039787094495702,12.0,1,0.48057532756919036,0.5086553469521933,0.10403238302233424,0.05210861817944626,0.11548164440525004,-0.17830861726788513,0.17830861726788513
1.292,0.5039787094495702,12.0,1,0.48108719592526317,0.5118683560728187,0.10191049537411163,0.038090677895099366,0.08441548199740666,-0.18322260600686152,0.18322260600686152
1.293,0.5039787094495702,12.0,1,0.4816010605487735,0.5138646235103546,0.0997671753925678,0.025122180744531403,0.0556750657527266,-0.18777062189616306,0.18777062189616306
1.294,0.5039787094495702,12.0,1,0.4821157961357075,0.5147355869340018,0.09760814215843953,0.013145471897311101,0.029132622668226357,-0.19197272226338633,0.19197272226338633
1.295,0.5039787094495702,12.0,1,0.4826303637874228,0.5145676517153259,0.09543869690323788,0.002105537315383388,0.004666232190225258,-0.19584804744861695,0.19584804744861695
1.296,0.5039787094495702,12.0,1,0.4831438062091584,0.5134424217356034,0.09326374570617944,-0.008050099131991367,-0.017840401796613482,-0.1994148564590555,0.1994148564590555
1.297,0.5039787094495702,12.0,1,0.4836552431303464,0.5114369211879979,0.0910878211603799,-0.01737147528872835,-0.03849817174539464,-0.2026905614955469,0.2026905614955469
1.298,0.5039787094495702,12.0,1,0.4841638669380073,0.5086238076608919,0.08891510304810106,-0.02590628713540724,-0.0574127801379974,-0.20569176137421277,0.20569176137421277
1.299,0.5039787094495702,12.0,1,0.48466893851479004,0.5050715767827444,0.08674943806360118,-0.03369998208405404,-0.07468494624232964,-0.20843427386664426,0.20843427386664426
